2020-10-09 09:14:01.364 febs [main] INFO  c.z.p.ProblemToolApplication - Starting ProblemToolApplication on DESKTOP-3C6A88J with PID 2820 (D:\zkcm\workSource\problemtool_server\backend\target\classes started by lastday in D:\zkcm\workSource\problemtool_server\backend)
2020-10-09 09:28:46.234 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:28:46.242 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:28:51.046 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:29:01.191 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:01.197 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:29:01.197 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:29:01.270 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:01.280 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:29:03.047 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:29:15.047 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:29:16.187 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:16.193 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:29:16.193 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:29:16.245 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:16.254 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:29:27.048 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:29:31.181 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:31.184 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:29:31.184 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:29:31.273 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:31.280 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:29:39.048 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:29:46.215 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:46.220 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:29:46.220 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:29:46.291 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:29:46.299 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:29:51.048 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:30:01.197 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:01.202 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:30:01.202 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:30:01.248 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:01.255 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:30:03.050 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:30:15.050 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:30:16.196 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:16.201 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:30:16.201 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:30:16.253 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:16.258 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:30:27.051 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:30:31.202 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:31.207 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:30:31.207 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:30:31.277 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:31.286 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:30:39.053 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:30:46.202 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:46.207 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:30:46.207 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:30:46.281 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:30:46.289 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:30:51.051 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:31:01.207 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:01.212 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:31:01.212 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:31:01.264 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:01.273 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:31:03.054 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:31:15.065 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:31:16.224 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:16.230 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:31:16.230 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:31:16.276 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:16.285 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:31:27.066 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:31:31.224 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:31.229 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:31:31.229 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:31:31.275 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:31.284 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:31:39.068 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:31:46.223 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:46.227 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:31:46.228 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:31:46.281 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:31:46.289 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:31:51.066 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:32:01.234 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:01.239 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:32:01.239 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:32:01.292 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:01.298 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:32:03.068 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:32:15.069 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:32:16.240 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:16.243 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:32:16.244 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:32:16.314 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:16.323 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:32:27.070 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:32:31.234 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:31.238 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:32:31.239 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:32:31.277 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:31.285 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:32:39.070 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:32:46.277 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:46.282 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:32:46.282 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:32:46.334 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:32:46.343 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:32:51.071 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:33:01.250 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:01.255 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:33:01.256 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:33:01.299 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:01.307 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:33:03.072 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:33:15.073 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:33:16.243 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:16.248 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:33:16.248 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:33:16.295 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:16.304 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:33:27.073 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:33:31.243 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:31.247 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:33:31.248 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:33:31.294 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:31.300 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:33:39.073 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:33:46.249 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:46.253 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:33:46.253 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:33:46.306 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:33:46.312 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:33:51.072 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:34:01.260 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:34:01.264 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:34:01.264 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:34:01.334 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:34:01.342 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 09:34:03.074 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:34:15.075 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 09:34:16.259 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:34:16.262 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 09:34:16.262 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 09:34:16.368 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 09:34:16.375 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
